_MelkID,_MalekID,Masahat,TabagheCNT,MelkType,Mahdude,Address,Baygani,Tedad_KOL_Tabaghat,Tabaghe_darVahed,tedadkhab,MablaghForush,VaziatBana,Jahat,nama,KafPush,ServisKichen,Parking,VorudiMostaghrl,Tozihat
876,793793,1800,NULL,ویلایی,,بعد از باغ بانوان نرسیده ب سردخانه امیراباد,,,,,1٫85E+10,بتونی,شمالی,,,,,,برق و گاز مستقل 1 ساعت اب چاه 1 ساعت اب کانال قابل معاوضه لوکس
877,794794,85,NULL,زمین,,فجر گلستان نرسیده ب کوچه احسان کوچه 8متری شرقی وسط کوچه,,,,,6٫50E+08,7500000000,شمالی,,,,,,
878,795795,130,NULL,ویلایی,,صالح اباد خ شریعتی کوچه یزداتمهر نیلوفر 3پ40,,,,,2٫24E+09,بتونی,جنوبی,,,,,,
879,796796,202,NULL,ویلایی,,بلوار جمهوری کوی افلاکیان کوی ترنم پلاک جنوبی,,,,3,3٫80E+09,بتونی,جنوبی,,,,,,صفر سه خوابه
880,797797,120,NULL,زمین,,بلوارفجربعداز مسجد فاطمیه رو به رو تقاطع بر بلوار شمالی,,,,,3٫20E+09,1503000000,,,,,,,ابعاد 6x20شمالی فروش نقدی 3دانگ سند از 6دانگ
881,798798,150,NULL,زمین,,شریعتی حیدری بن بست 8 متری راز پ 6 جنوبی,,,,,2٫15E+09,,جنوبی,,,,,,فروش نقدی پروانه دوطبقه
882,799799,124,NULL,زمین,,بلوار فجر خ گلستان بعد از خیابان امام علی بن بست 8متری پلاک شمالی,,,,,1٫05E+09,7000000000,شمالی,,,,,,معاوضه با اپارتمان نوساز
883,800800,3100,NULL,زمین,,تقاطع بهداشت پلاک شمالی,,,,,4٫50E+09,,شمالی,,,,,,دارای انحصار وراثت فروش نقدی سند مشاع ابعاد 9.50x32.60
884,801801,150,NULL,زمین,,شریعتی شرقی خیابان ابشار کوی نگین بعد از تقاطع پلاک جنوبی,,,,,1٫65E+09,5323000000,جنوبی,,,,,,فروش نقدی پای امکانات ابعاد 8x18.80
885,802802,178,NULL,ویلایی,,بلوار ایزدی خیابان حجتی کوچه شقایق خیابان 14متری بنبست 6متری غربی,,2,,4,2٫91E+09,سفت کاری شده,,,,,,,فروش نقد یا معاوضه با منزل نوساز همکف رنج قیمت 3میلیارد تومان راه مجزا
886,803803,166,NULL,ویلایی,,محمدالرسول الله ک قایم پ 19شمالی,,2,,,5٫00E+09,بتونی,شمالی,,,,,,صفر کلیدنخورده بدون تاسیسات و کابینت
887,804804,282,NULL,ویلایی,,سعدی روبرو شکیب خیابان محمودیان غربی پ 58 شمالی جنوبی,,,,,8٫27E+09,آهن,شمالی جنوبی دو کله,,,,,,30سال ساخت هرطبقه سه خواب معاوضه بادوخانه
888,805805,355,NULL,زمین,,خرم غربی کوی جنوبی قبل از محمدالرسول الله بن بست شرقی پ دوم شمال,,,,,2٫06E+09,,شمالی,,,,,,فروش نقدی اینده دار
889,806806,305,NULL,زمین,,انتهای فرخی شمالی قبل خرم کوچه تیربرقی,,,,,2٫35E+09,1800000000,شمالی جنوبی دو کله,,,,,,
890,807807,253,NULL,ویلایی,,شیخ بهایی جنوبی کوچه سومی کوچه شفیعی پ 7 جنوبی,,,,,3٫90E+09,9000000000,جنوبی,,,,,,
891,808808,110,NULL,ویلایی,,خیابان شریعتی بعدازبنیادخامنه کوی اسماعیل زاده بن بست ایثار پ 16 جنوبی,,,,,2٫79E+09,بتونی,جنوبی,,,,,,
892,809809,141,NULL,ویلایی,,فارابی شمالی کوی خرد پ 113جنوبی,,,,,2٫55E+09,آهن,جنوبی,,,,,,معاوضه بامنزل اهن و اجر متراز بالا تا 4 تومن 
893,810810,226,NULL,ویلایی,,شریعتی غربی ببعد از خیابان باهنر بن بست سجاد پ554جنوبی,,,,,4٫00E+09,109631600000,جنوبی,,,,,,معاوضه با منزل نوساز
894,365,,,,,,,,,,,,شمالی,,,,,,باپروانه
895,365,,,,,,,,,,,,جنوبی,,,,,,سه خوابه صفر
896,811811,96,NULL,مسکونی,,خیابان محمدرسول الله کوی کوثر,,2,,3,2٫96E+09,بتونی,جنوبی,,,,,,سند 6دانگ.دوطبقه همکف یک خواب طبقه اول دوخواب همراه نیم طبقه سوئیت . راه و امتیازات مجزا. معاوضه با همکف محدوده ی شمال شهر رنج قیمت 3میلیارد یا فروش نقدی
897,812812,24,NULL,تجاری,,شریعتی غربی قبل ازسعدی بعد از شیرینی جهان نما,,,,,2٫30E+09,18500000000,شمالی,,,,,,معاوضه با منزل تا 5200یا فروش نقدی
898,813813,198,NULL,زمین,,ازادگان فاز 4 خ رازی پ جنوبی ,,,,,9٫89E+08,650000000,جنوبی,,,,,,پاساخت
899,813,,,,,,,,,,,,جنوبی,,,,,,سند 6 دانگ
900,813,,,,,,,,,,,,جنوبی,,,,,,معاوضه با همکف یا بازمین قابل ساخت 
901,814814,337,NULL,ویلایی,,بر بلوار بهارستان قبل از تقاطع 15خرداد پلاک شمالی,,,,,8٫82E+09,آهن,شمالی,,,,,,فروش نقدی یا معاوضه با خونه نوساز همکف رنج قیمت 5میلیارد.دارای زیرزمین. دارای 85متر تجاری
902,365,,,,,,,,,,,,شمالی جنوبی دو کله,,,,,,سند مکشاع.ابعاد 7x16 شمالی جنوبی.دو سال ساخت .ستون انتظارات طبقه دوم گذاشته شده
903,815815,180,NULL,ویلایی,,خیابان قدس غربی نرسیده به ساختمان یاران,,,,2,,آهن,شمالی,,,,,,زیرزمین مسکونی.دوخواب 200میلیون رهن کامل.همکف مالک ساکن. راه و امتیازات مجزا
904,816816,252,NULL,تجاری,,بازار نرسیده ب چهارراه شکرچیان روبرو مخابرات,,,,,2٫50E+10,4500000000,شمالی,,,,,,75مترتجاری 177متر زمین پشت مغازه
905,1,,,,,,,,,,,,,,,,,,
906,817817,142,NULL,ویلایی,,منتظری شمالی کوچه گلریز پلاک4جنوبی,,2,,4,4٫28E+09,بتونی,جنوبی,,,,,,ابعاد22 7xجنوبی  سند6دنگ دوطبقه4خواب راه و امتیازات مجزا
907,818818,1850,NULL,ویلایی,,خیابان صفا کوچه رسالت ,,2,,4,4٫68E+09,آهن,شمالی جنوبی دو کله,,,,,,شمالی جنوبی ابعاد8.30x23فروش نقدی یا معاوضه با همکف نوساز
908,819819,34,NULL,تجاری,,بلوار ازادگان بین خیابان نگارستان36و38مجتمع سنا,,,,,1٫31E+09,4675000000,,,,,,,معاوضه با زمین تا مبلغ 600 میلیون تومان یا فروش نقد
909,820820,227,NULL,مسکونی,,برخ گلبهار غربی قبل کوی فلاحیان پ 139 شمالی ,,,,,3٫45E+09,3450000000,شمالی,,,,,,هواری با 21 متر سند تجاری
910,1,,,,,,,,,,,,شرقی,,,,,,
911,821821,198,NULL,زمین,,افلاکیان کوی ترنم ,,,,,1٫78E+09,1782000000,جنوبی,,,,,,ابعاد 7ونیم به 28
912,821,,,,,,,,,,,,جنوبی,,,,,,ابعاد 10 و هفتاد به 27
913,822822,30,NULL,تجاری,,خ صفا نرسیده کوچه گلچین پ غربی,,,,,1٫80E+09,آهن,غربی,,,,,,
914,823823,170,NULL,ویلایی,,مجاهدجنوبی کوی شاهپوری کوی فرعی,,,,,1٫67E+09,کلنگی,جنوبی,,,,,,140هواری متر بدون ریخت فروش نقدی
915,824824,244,NULL,زمین,,بلوار ایزدی کوچه گلچین بعد از پیچ بنبست ده متری غربی بعد از بنبست لاله,,,,,2٫39E+09,2387000000,جنوبی غربی,,,,,,فروش نقدی.سند مشاع تک برگ ابعاد 12x21
916,825825,153,NULL,زمین,,خیابان شریعتی غربی کوچه کرمی کوچه اول سمت راست پلاک شمالی,,,,,1٫40E+09,3316000000,شمالی,,,,,,ابعاد 9x17شمالی سند مشاع امکانات اب و برق پای امکانات فروش نقدی
917,826826,127,NULL,ویلایی,,بلوارحجتی نرسیده به بوستان زندگی کوچه دوم محمدی شرقی پلاک 246جنوبی,,2,,3,3٫32E+09,بتونی,جنوبی,,,,,,همکف یک طبقه اول دو خواب راه مشترک امتیازات جدا فروش نقدی یا معاوضه با منزل همکف کوچکتر رنج قیمت دو میلیارد و هفتصد مابقی نقد
918,827827,212,NULL,ویلایی,,بلوار ولی عصر کوی نشاط نبش بنبست عابدینی پلاک141,,1,,2,3٫62E+09,بتونی,شمالی جنوبی دو کله,,,,,,فروش نقدی شمالی جنوبی شرقی دارای زیرزمین همراه مغازه تجاری83متر سند6دانگ
919,828828,326,NULL,ویلایی,,بلوار اسرافیلیان نبش کوی امینی شمالی شرقی,,2,,4,1٫50E+10,بتونی,شمالی شرقی,,,,,,همکف یک خواب طبقه اول سه خواب راه و امتیازات مجزا ابعاد 13x25
920,829829,282,NULL,ویلایی,,خیابان شریعتی غربی خیابان ریاضی خیابان مطهری غربی بنبست شعله پلاک186 جنوبی,,3,,7,1٫02E+10,بتونی,شمالی,,,,,,سه طبقه زیرزمین مسکونی همکف و طبقه اول راه و امتیازات مجزا فروش نقدی یا معاوضه با باغ بلوارفجر
921,830830,253,NULL,ویلایی,,خیابان صفا کوچه رسالت4 پلاک 36جنوب 8متری و پلاک 19شمال 4متری یکطرفه,,2,,4,6٫77E+09,بتونی,شمالی جنوبی دو کله,,,,,,همکف همراهنیم طبقه زیرزمین و نیم طبقه طبقه اول ورودی مشترک امتیازات مجزا
922,831831,116,NULL,زمین,,بوستان زندگی شرقی،  پایین کوچه چاه مسعودی,,,,,9٫00E+08,,جنوبی,,,,,,فروش نقدی، آینده دار
923,9,,,,,,,,,,,,شمالی,,,,,,دارای کمد دیواری- ورودی مجزا- طبقه اول 15 پله
924,832832,280,NULL,مسکونی,,بلوار فجر، کوی بشارت، بن بست احسان، سمت چپ، پلاک 44,,,,,,9368000000,,,,,1,,دارای پارکینگ 2 ماشینه، طبقه اول،  کابینت MDF،  کمد دیواری، سیستم خنک کننده و پکیج- 12 پله ای
925,833833,418,1,مسکونی,,خیابان منتظری، شمالی بعد از تاکسی تلفنی تعاون پلاک 522 غربی,,1,1,,9٫37E+09,1480000000,,,,,1,,دارای 31 سرپله بلایی-دیوار چینی، پلاستر و گچ و خاک لوله گاز و فاضلاب-25*12
926,834834,167,NULL,زمین,,یک پلاک تا خیابان امام رضا,,,,,1٫48E+09,1400000000,شمالی,,,,,,
927,835835,250,NULL,زمین,,امیرکبیر، کوچه شهرام، کوچه شادام، پلاک سوم,,,,,3٫60E+09,3600000000,جنوبی,,,,,,سند 6 دانگ
928,835,,,,,,,,,,,,شمالی,,,,,,غلاف
929,835,,,,,,,,,,,,,,,,,,
930,836836,369,NULL,زمین,,کمربندی شمالی، کوی اما حسین، کوی غربی,,,,,1٫85E+09,1845000000,,,,,,,سند مشاع  معاوضه با زمین یا منزل (سمت مکتب)
931,837837,85,NULL,تجاری,,امیرآباد، دربلوار امیر آباد، شهید بهشتی، از پلاک 15,,2,,,3٫74E+09,3740000000,,,,,,,دو مغازه همکف و زیر زمین هرکدام 85 متر.   2 امتیاز برق و 2 امتیاز تلفن جدا.  قابل معاوضه با منزل تا 4 میلیارد در محدوده نجف آباد.  همکف به 2.720.000.000  زیر زمین به 1.020.000.000
932,838838,185,NULL,مسکونی,,منتظری شمالی، بلوار فجر،بلوار ابوذر، 20 متری نشاط، پلاک 9,,,,,,,جنوبی,,,,1,,ورودی مشترک
933,542,,,,,,,,,,,,,,,,,,گاز- برق- آب چاه نیم ساعت
934,835,,,,,,,,,,,,,,,,,,هم
935,839839,221,NULL,زمین,,خیابان محمد رسول الله.,,,,,2٫11E+09,2105200000,شمالی,,,,,, بن بست 4 متری غربی  
936,840840,120,2,مسکونی,,خیابان فرخی، کوچه ناهید، بنبست مهر (سمت چپ)، پلاک 20.,,,,3,,,,,,,,,دو طبقه ، طبقه اول دارای 1 خواب و سالن و آشپزخانه و طبقه 2 دارای 2 خواب و سالن و آشپزخانه. دارای کولر بخاری و انباری
937,841841,162,NULL,مسکونی,,خیابان شهدا غربی، کوی امید، نبش بن بست اول، پلاک 4,,,,,3٫91E+09,3913640000,,,,,,,هر طبقه کولر دارد
938,841,,,,,,,,,,,,,,,,1,,
939,842842,437,NULL,زمین,,جلال آباد، بلوار کشاورز، کوی - ، پلاک 13,,,,,1٫31E+09,1311000000,شمالی,,,,,,زمین باغ - فروش نقدی
940,843843,100,2,مسکونی,,آخر خرم غربی، ,,,,3,,,,,,,,,کلید نخورده، 2 خواب بالا و 2 خواب پایین - دارای زیرزمین- گرمایش کف خواب و پکیج
941,844844,162,2,مسکونی,,نزدیک دبستان دخترانه هنرستان طالقانی ودانشگاه پیام نور وپارک لاله,,,,4,4٫08E+09,4084000000,جنوبی,,,,1,,امتیازات همه مجزا برای هر طبقه- سرمایش کولر گرمایش پکیج وشوفازو بخاری هردو - یک سوییت مستر با حمام دستشویی وآشپزخانه در پشت بام
942,845845,385,NULL,زمین,,بلوار خرمشهر، کوی کانال آب اصلی مهرآباد کوچه روح,,,,,2٫68E+09,2682500000,,,,,,,قولنامه ای هم هست. 69 متر مکعب ویلایی- تراس 29 متر مکعب- استخر 30 متر مکعب -
943,239,,,,,,,,,,,,,,,,,,دو نبش، جنوبی شرقی در ابعاد 8.6 در 16.33. یک طرف کوچه 8 متری، یک طرف کوچه گذر 14 متری.
944,846846,255,NULL,زمین,,بلوار جمهوری- کوی چندمی کدی اول دست چپ، پلاک شمالی,,,,,2٫15E+09,2150000000,,,,,,,11*23
945,847847,200,NULL,مسکونی,,خیابان قدس شرقی، کوچه وفا,,,,,1٫62E+09,1620000000,جنوبی,,,,,,3.85*14
946,239,,,,,,,,,,,,,,,,,,دیوار به دیوار ساخت- جنوبی غربی- 8*15- یک طرف کوچه 8 متری و طرف دیگر 12 متری
947,848848,88,NULL,آپارتمان,,خیابان فارابی، نرسیده به بلوار ولی عصر، نبش کوچه حسینی,,,,,2٫20E+09,2200000000,,,,,1,,طبقه دوم (2 واحد) نقدی یا معاوضه با منزل همکف رنج 3.200.000.000 مابقی نقد
948,339,,,,,,,,,,,,,,,,,,جنوبی غربی- فروش نقدی برای کل یا نصف زمین
949,849849,95,NULL,آپارتمان,,ابتدا منتظری شمالی، مجتمع 14 واحدی,,,,2,,,,,,,,,بهترین نقطه شهر
950,850850,254,NULL,مسکونی,,خیابان دلگشا، کوچه شعیفی،بن بست اول غربی، پلاک 43,,,,,3٫04E+09,3043800000,غربی,,,,,,26.5*9.5، معاوضه با منزل صفر مابقی تا 1.500
951,851851,373,NULL,زمین,,بلوار جمهوری اسلامی،کوچه گلستان، بعد خم کوچه، پلاک 3,,,,,2٫11E+09,2105700000,شمالی,,,,,,17.6*21.5
952,852852,80,NULL,زمین,,بلوار ایزدی، کوی تقی جراحک، بهار 4، تقاطع اول، بعد از پیچ بن بست، پلاک یکی مانده به آخری.,,,,,4٫40E+08,440000000,شمالی,,,,,,8*10- بن بست 6 متری
953,827,,,,,,,,,,,,,,,,,,کولر گازی،  همکف 173، سرپله و بالایی 58.5، انباری 15- جنوبی شرقی
954,193,,,,,,,,,,,,,,,,,,شمال شرقی- کولر گازی- 2 تلفن- زیرزمین 97 متر و همکف تجری به 83 متر. کنار ساختمان مسکونی کد 953
955,853853,2600,NULL,زمین,,جادخ شرکت سابیر، خیابان هشت بهشت غربی، کوی دوم جنوبی,,,,,5٫59E+09,5592000000,غربی,,,,,,2600- استخر54 متری چهار طرف اختصاصی با دو درب- دیوارکشی با آبیاری قطره ای- 85 دقیقه آب چاه- 85 دقیقه کانال- دارای انباری، دستشویی، لوله کشی موحطه- 75*34.5- قیمت توافقی معاوضه میشود.
956,854854,448,NULL,باغ ویلایی,,کمر بندی جنوبی نجف آباد، کوی خادمی، بعد از صحرای محمودآباد، باغ جنوب شرقی,,,,,2٫32E+09,2317250000,,,,,,,ایوان 87 متری- 8:30 دقیقه آبچاه-کولر گازی- دزدگیر با دوربین-2 منبع آب-
957,855855,1750,NULL,زمین,,بلوار جمهوری، آخر خیابان پروین اعتصامی، حدود چاه نادی کوچه باغ,,,,,8٫40E+09,8401680000,,,,,,,29*60- تا 5 میلیارد نقدی، مابقی معاوضه
958,856856,540,NULL,زمین,,کمربندی جنوبی، کوی بهار پلاک 40.,,,,,1٫96E+09,1962000000,,,,,,,شرق و غرب دیوار کشیشده اختصاصی و جنوب اشتراکی- آب قنات 12.5 دقیقه با لوله کشی
959,857857,530,NULL,زمین,,خیابان امام غربی، خیابان ابولقاسم، پاینده، کوی یکتا، ,,,,,2٫95E+09,2945000000,جنوبی,,,,,,21.20*25- دیوار شرقی
960,858858,857,NULL,باغ ویلایی,,قلعه سفیدُ خیابان منتظری  جاده علی آباد کوی پارسا,,,,,4٫99E+09,4986250000,,,,,,,50 میلیون جهت دریافت سند-محوطه سازی کامل 530 متر،۱۰۰ متر ساختمان با چیدمان کامل و با مجوزات جهاد
961,859859,108,NULL,مسکونی (همکف),,خیابان بزرگ مهر، کوچه نشاط، بن بست حبیب اللهی پلاک 16,,,,,1٫96E+09,1961884000,شمالی,,,,,,نصف زمین (طبقه همکف برای فروش)-آب و برق و گاز و تلفن و کولر آبی مجزا- 24*9
962,860860,35,NULL,سوییت,,سوئیت خ منتظری شمالی نبش کوچه شهسواری ,,,,,,,,,,,,,آب برق گاز وکولر 
963,861861,120,NULL,مسکونی,,خیابان خرم غربی، خیابان بصیرت، بن بست صداقت، پلاک 20 آخر (8 متری),,,,,1٫50E+09,1500600000,جنوبی,,,,,,4 به 8 متری -درب دیوارها بلوکی و سیمانبری درختها منبع آب.
964,861,,,,,,,,,,,,جنوبی,,,,,,طبقه اول شامل پرده و پکیج، حیاط سازی شامل سرامیک سه کولر، منبع فلزی، 17*7
965,862862,1134,NULL,زمین,,جاده فولادشهر، انتهای کوی جنوب کارواش، فرعی شمالی قبل از پیچ,,,,,2٫37E+09,2367950000,,,,,,,46 متر ساختمان،2 درب و 3 دیوار با استخر و دستشویی، 36 دقیقه آب چاه، مخزن آب 100 و 5000 لیتری.
966,863863,169,NULL,مسکونی,,بر خیابان 17 شهریور شرقی، مابیسن مولوی و 22 بهمن,,,,,4٫49E+09,4488420000,شمالی,,,,,,کولر آبی-18.50*9-قابل معاوضه با منزل تا حد 3 میلیارد تومان- سازه آهن آجر
967,864864,127,NULL,ویلایی,,بلوار حجتی نرسیده به بوستان زندگی کوچه دوم محمدی شرقی 8 متری پلاک 224,,,,,3٫32E+09,3316220000,جنوبی,,,,,,دو طبقه هرکدام با امتیازات جدا
968,865865,15,NULL,تجاری,,خیابان 17 شهریور، کوی عاطفی، پلاک اول,,,,,2٫41E+09,2405000000,شمالی,,,,,,2 پلاکه به 91 و 78 متر شمالی غربی
969,865,,,,,,,,,,,,غربی,,,,,,19*9- شرق کوچه 10 متری
970,866866,74,NULL,زمین تجاری,,بلوار بهارستان، نبش کوی حبیب الهی پلاک 97/1,,,,,4٫70E+09,4700000000,,,,,,,شمالی شرقی- با پروانه 2 طبقه تجاری- 5.7*13
971,867867,86,NULL,مسکونی,,بر بلوار ولیعصر بعد از کوی مهدیه پلاک 86,,,,,5٫96E+09,5963000000,شمالی,,,,,,با خونه کلنگی و یا زمین  که دوباره جابجا بشه و خونه کلید نخورده بگیریم- 7.5*11.5- دو طبقه- برق سه فاز- یک کولر
972,868868,175,NULL,مسکونی,,خیابان 15 خرداد شمالی کوی محمودی,,,,,6٫00E+09,6000000000,شمالی,,,,,,نوساز کلید نخورده، همکف بدون پله، انتظارات برای طبقه دوم دارد، راه جدا
973,869869,168,NULL,مسکونی,,خیابان 15 خرداد جنوبی، کوی سلیمانی نژاد، پلاک 12,,,,,2٫60E+09,2599881400,شمالی,,,,,,دارای زیر زمین، امتیازات کامل هماهنگی با آقای امینی- با پمپ تانک- دارای گلخانه و آبگرم کن
974,870870,484,NULL,مسکونی متروکه,,خیابان منتظری جنوبی، بعد از نبی اکرم، کوی سانحی، پلاک رو به روی پیچ شرقی و غربی بن بست 5 متری شمیم,,,,,7٫75E+09,7748000000,شرقی,,,,,,با پروانه مسکونی سال 92
975,308,,,,,,,,,,,,شمالی,,,,,,دارای زیر زمین و همکف- دزدگیر- سازه بتن قدیمی- امتیازات جدا به غیر از آب
976,419,,,,,,,,,,,,,,,,,,فروش نقدی- 8*23
977,871871,283,NULL,مسکونی,,خیابان شیخ بهایی جنوبی، کوی سلطانیان، پلاک 37,,,,,4٫02E+09,آهن و آجر,جنوبی,,,,,,15 متر عقب نشینی خورده-  کولر گازی و انباری- همکف و سرپله بالایی دارد- معاوضه با خونه تا 2 میلیارد، با منزل نوساز تا 1و500 سر میدهند.
978,872872,503,NULL,زمین,,خیابان بلوار فجر، کوی جنب چاه آب، راهرو دو متری,,,,,2٫87E+09,2867100000,,,,,,,برق و گاز تا پای زمین رسیده (معاوضه با منزل)
979,873873,160,NULL,زمین,,خیابان جاده ویلاشهر، شهرک خیابان 16 متری فرعی 10 متری,,,,,6٫72E+08,672000000,,,,,,,
980,874874,240,NULL,مسکونی,,خیابان منتظری شمالی، بلوار اسرافیلیان، کوی میلاد، بن بست لاله پلاک دوم جنوبی,,,,,4٫86E+09,4861200000,جنوبی,,,,,,سخت کاری شده-آب و برق و گاز مشترک. هم کف 170 متری -3 خواب،  طبقه اول 170 متری 3 خوابه، دارای سر پله
981,875875,164,NULL,زمین,,خیابان 15 خرداد شمالی، اخر آسفالت پلاک سه نبش,,,,,3٫61E+09,3605800000,,,,,,,قابل معاوضه با منزل تا حد 2500 میلیون تومانی ترجیحا 2 خوابه محدوده مکتب تا آبشار شریعتی
982,876876,201,NULL,مسکونی,,بلوار اسرافیلیان، نبش خیابان سعدی، پلاک 77,,,,,6٫16E+09,6164030000,,,,,,,شمالی غربی، قابل معاوضه با زمین، سفتکاری، کلنگی قابل تخریب. همکف 138 متری دارای سرپله، زیر زمین 45 متری، حیاط سازی شده با امتیازات مشترک.
983,877877,150,NULL,مسکونی معاوضه,,خیابان 22 بهمن، کوچه بهارستان پلاک 18 شمالی.,,,,,3٫99E+09,3988380000,شمالی,,,,,,معاوضه با منزل نو ساز کوچک تر تا 3500 میلیون تومان- دارای 2 کولر،آیفون تصویری، پمپ منبعی، آبگرم کن گازی
984,878878,206,NULL,مسکونی,,خیابان 15 خرداد شمالی، بلوار اسرافیلیان، کوی اقاقیا د نبش جنوبی غربی فرعی اول، پلاک 85,,,,,,,,,,,,,معاوضه با خانه نو ساز ی آهن و آجر با همین قیمت. 2 طبقه همکف 152 متری دارای آیفون و هود پرده کمد موکت، طبقه اول 145 متری دارای کمد و هود- امتیازات مجزا-2 کولر-
985,879879,180,NULL,مسکونی,,بلوار فجر خیابان بشارت کوی احمدی سمت راست پلاک 19,,,,,,,,,,,,,۳ خواب ؛پارکینگ دار ؛حیاط دار؛۱خواب همکف وسالن وسرویس بهداشتی وحمام وآشپزخانه  طبقه اول ۲ خواب سالن آشپزخانه وسرویس بهداشتی وحمام پشت بام دوربین 
986,60,,,,,,,,,,,,,,,,,,8*17.5
987,847,,,,,,,,,,,,,,,,,,منزل نوساز، 8*18، 3 خواب
988,880880,130,NULL,مسکونی,,بلوار فجر، خیابان صفا، کوی نگار، بن بست شبنم پلاک 8,,,,,,,,,,,,,طبقه اول دو خواب (ساخت 98) پارکینگ، انباری، درست، کابینت ام ئی اف، آبگرم کن دیواری، کولر و بخاری
989,317,,,,,,,,,,,,,,,,,,معاوضه با منزل 2 طبقه- برق تک فاز کشاورزی- پمپ مخزن -
990,80,,,,,,,,,,,,,,,,,,برق 3 فاز- معاوضه با منزل
991,881881,470,NULL,انبار و مغازه,,بلوار آیت الله ایزدی، کوچه تقی جراح,,,,,,,,,,,,,400 متر انبار و 70 متر مغازه با امکانات آب و برق 3 فاز و گاز. انبار مخصوص ضایعات و بسته بندی و ...
992,882882,150,NULL,مسکونی,,خیابان شریعتی، کوی قاهری، نبش کوی میثم,,,,,,,,,,,,,2 خواب، پارکینگ، ورودی مجزا، امتیازات جدا به غیر از آب، کابینت ام دی اف، پرده، موکت، کولر آبی
993,883883,200,NULL,زمین,,بلوار طالقانی، کوی بوستان، کوی گل مریم، بن بست سلیمان نژاد,,,,,,,جنوبی,,,,,,پلاک جنوبی- با پروانه یک طبقه مسکونی - فقط فروشی نقدی برای یک پلاک به 7*14
994,884884,204,NULL,مسکونی,,بلوار منتظری شمالی، بن بست یاس، پلاک آخر,,,,,,,شمالی,,,,,,ابعاد 9*23.5، 3 خواب همکف، انباری، 3 سال ساخت
995,885885,150,NULL,آپارتمان رهن,,خیابان امام، خیابان ریاضی، رو به روی کلینیک خانواده،,,,,,,,جنوبی,,,,,,ورودی مشترک، طبقه اول: 3 خوابه با کابینت ام دی اف و کمد دیواری و آیفون تصویری، امکانات بروز
996,886886,850,NULL,باغ,,فلکه فولادشهر به سمت دادگستری، کوچه دوم دست چپ,,,,,,,,,,,,,برق ۳ فاز، آشپزخانه، پذیرایی، انباری، شیروانی، حمام سرویس، ۳ استخر، آب دو چاه وکانال، پارکینگ، معاوضه 
997,887887,100,NULL,آپارتمان-همکف,,منتظری شمالی رو به روی سوپر ماهان، کوی گوینده، سمت راست پلاک 16,,,,,,,شرقی,,,,,,همکف، 2 خوابه، دارای بخاری، کولر آبی، کابینت، پرده، کف سرامیکی ورودی مجزا، حیاط دار و ماشین رو
998,888888,140,NULL,ویلایی,,بلوار فجر، کوی بهمن، کوی بشارت 1,,,,,,,,,,,,,همکف، تک خواب، پارکینگ دار، آشپزخانه با کابینت فلزی، حیاط دار، 
999,889889,189,NULL,مسکونی,,خیابان قدس شرقی، کوچه شهید محمدی، بن بست آذر,,,,,,,جنوبی,,,,,,معاوضه با منزل نوساز، 1 میلیارد سر میدهند. امتیازات مشترک به جز 2 تلفن، 2 طبقه: همکف 136 متر و طبقه 1 136 متر، حیاط سازی شده
1000,890890,62,NULL,زمین,,خیابان ابوذر شمالی، نبش کوچه مهتاب، پلاک شمالی غربی,,,,,,,شمالی,,,,,,
1001,890890,120,NULL,زمین,,خیابان ابوذر شمالی، کوی مهتاب، پلاک دوم شمالی,,,,,,,شمالی,,,,,,
1002,891891,201,NULL,مسکونی,,خیابان قدس مرکزی، کوچه شهید صادقپور، بن بست شهید فیروزی، پلاک 28,,,,,,,شمالی,,,,,,خانه آهن  و آجر (قابل تخریب)، دارای همکف با 130 متر، زیر زمین و سرپله و بالایی، حیاط سازی شده و دورچینی و سایر امکانات و امتیازات مجزا- ریخت درفته 190 متر
1003,892892,190,NULL,زمین,,خیابان منتظری جنوبی، کوی دلنواز،کوی شاهد، بن بست گلشن، پلاک درب رو به روی شمالی,,,,,,,شمالی,,,,,,با پروانه یک طبقه مسکونی
1004,893893,142,NULL,زمین,,خیابان فارابی جنوبی، کوی صالحی، پلاک دوم ,,,,,,,شمالی,,,,,,
1005,894894,90,NULL,آپارتمان,,بلوار گلزار، نبش خیابان شهید حاج علی عسگری، مجتمع ریحان 3، طبقه 6،واحد 18,,,,,,,,,,,,,100 میلیون مازاد برای پارکینگ اختصاصی، امتیازات کامل، امکانات کامل،4 سال ساخت، معاوضه تا 1 میلیارد سر سیدهد.
1006,895895,166,NULL,مسکونی,,خیابان معرفت، بن بست، صافی، پلاک72,,,,,,,جنوبی,,,,,,امتیازات کامل، دارای کولر، سازه آهن و آجر، 18*9 جنوبی
1007,896896,148,NULL,مسکونی,,خیابان منتظری جنوبی، کوی دلنواز، کوی حبیب الهی، دو نبش شمالی غربی، کوی شکیب پلاک 16,,,,,,,,,,,,,شمالی غربی، تیرچه بلوک اسکلت، امتیازات کامل با کولر و پمپ تانک، فاضلاب شهری- دارای کمد و رادیاتور و هود و آیفون،
1008,897897,403,NULL,زمین,,خیابان فردوسی شمالی، کوچه شهید صالحی پلاک 68,,,,,,,,,,,,,امتیازات کامل (صورت ارزیابی منزل)
